chart_group_id,dashboard_path,sheet,measure,fuel_label,chart_file,section_id,section_label,entry_kind,exposed_in_dashboard
chart::charts/esto__09_01_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Hydrogen.html,Power,esto__09_01_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Hydrogen,charts/esto__09_01_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Hydrogen.html,sec-Power,Power,direct,False
chart::charts/esto__09_01_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Kerosene.html,Power,esto__09_01_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Kerosene,charts/esto__09_01_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Kerosene.html,sec-Power,Power,direct,False
chart::charts/esto__09_01_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Lignite.html,Power,esto__09_01_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Lignite,charts/esto__09_01_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Lignite.html,sec-Power,Power,direct,False
chart::charts/esto__09_01_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Natural_gas.html,Power,esto__09_01_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Natural gas,charts/esto__09_01_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Natural_gas.html,sec-Power,Power,direct,False
chart::charts/esto__09_01_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Nuclear.html,Power,esto__09_01_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Nuclear,charts/esto__09_01_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Nuclear.html,sec-Power,Power,direct,False
chart::charts/esto__09_01_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Other_products.html,Power,esto__09_01_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Other products,charts/esto__09_01_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Other_products.html,sec-Power,Power,direct,False
chart::charts/esto__09_01_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Petroleum_coke.html,Power,esto__09_01_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Petroleum coke,charts/esto__09_01_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Petroleum_coke.html,sec-Power,Power,direct,False
chart::charts/esto__09_01_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Refinery_gas__not_liquefied.html,Power,esto__09_01_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Refinery gas (not liquefied),charts/esto__09_01_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Refinery_gas__not_liquefied.html,sec-Power,Power,direct,False
chart::charts/esto__09_01_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Solar_nonspecified.html,Power,esto__09_01_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Solar nonspecified,charts/esto__09_01_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Solar_nonspecified.html,sec-Power,Power,direct,False
chart::charts/esto__09_01_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Sub-bituminous_coal.html,Power,esto__09_01_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Sub-bituminous coal,charts/esto__09_01_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Sub-bituminous_coal.html,sec-Power,Power,direct,False
chart::charts/esto__09_01_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Total.html,Power,esto__09_01_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Total,charts/esto__09_01_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Total.html,sec-Power,Power,direct,False
chart::charts/esto__09_01_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Wind.html,Power,esto__09_01_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Wind,charts/esto__09_01_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Wind.html,sec-Power,Power,direct,False
chart::charts/esto__09_01_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__of_which__Photovoltaics.html,Power,esto__09_01_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),of which: Photovoltaics,charts/esto__09_01_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__of_which__Photovoltaics.html,sec-Power,Power,direct,False
chart::charts/esto__09_01_01__Electricity_plants__Outputs__PJ__Electricity.html,Power,esto__09_01_01__Electricity_plants,Outputs (PJ),Electricity,charts/esto__09_01_01__Electricity_plants__Outputs__PJ__Electricity.html,sec-Power,Power,direct,False
chart::charts/esto__09_01_01__Electricity_plants__Outputs__PJ__Total.html,Power,esto__09_01_01__Electricity_plants,Outputs (PJ),Total,charts/esto__09_01_01__Electricity_plants__Outputs__PJ__Total.html,sec-Power,Power,direct,False
chart::charts/esto__09_01_03__Heat_plants__Inputs__incl__losses___own-use___PJ__Electricity.html,Power,esto__09_01_03__Heat_plants,Inputs (incl. losses & own-use) (PJ),Electricity,charts/esto__09_01_03__Heat_plants__Inputs__incl__losses___own-use___PJ__Electricity.html,sec-Power,Power,direct,False
chart::charts/esto__09_01_03__Heat_plants__Inputs__incl__losses___own-use___PJ__Other_bituminous_coal.html,Power,esto__09_01_03__Heat_plants,Inputs (incl. losses & own-use) (PJ),Other bituminous coal,charts/esto__09_01_03__Heat_plants__Inputs__incl__losses___own-use___PJ__Other_bituminous_coal.html,sec-Power,Power,direct,False
chart::charts/esto__09_01_03__Heat_plants__Inputs__incl__losses___own-use___PJ__Total.html,Power,esto__09_01_03__Heat_plants,Inputs (incl. losses & own-use) (PJ),Total,charts/esto__09_01_03__Heat_plants__Inputs__incl__losses___own-use___PJ__Total.html,sec-Power,Power,direct,False
chart::charts/esto__09_01_03__Heat_plants__Outputs__PJ__Heat.html,Power,esto__09_01_03__Heat_plants,Outputs (PJ),Heat,charts/esto__09_01_03__Heat_plants__Outputs__PJ__Heat.html,sec-Power,Power,direct,False
chart::charts/esto__09_01_03__Heat_plants__Outputs__PJ__Total.html,Power,esto__09_01_03__Heat_plants,Outputs (PJ),Total,charts/esto__09_01_03__Heat_plants__Outputs__PJ__Total.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Fuel_oil.html,Power,esto__09_02_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Fuel oil,charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Fuel_oil.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Gas_diesel_oil.html,Power,esto__09_02_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Gas/diesel oil,charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Gas_diesel_oil.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Geothermal.html,Power,esto__09_02_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Geothermal,charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Geothermal.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Hydro.html,Power,esto__09_02_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Hydro,charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Hydro.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Hydrogen.html,Power,esto__09_02_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Hydrogen,charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Hydrogen.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Kerosene.html,Power,esto__09_02_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Kerosene,charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Kerosene.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Lignite.html,Power,esto__09_02_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Lignite,charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Lignite.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Natural_gas.html,Power,esto__09_02_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Natural gas,charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Natural_gas.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Nuclear.html,Power,esto__09_02_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Nuclear,charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Nuclear.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Other_bituminous_coal.html,Power,esto__09_02_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Other bituminous coal,charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Other_bituminous_coal.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Other_products.html,Power,esto__09_02_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Other products,charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Other_products.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Petroleum_coke.html,Power,esto__09_02_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Petroleum coke,charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Petroleum_coke.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Refinery_gas__not_liquefied.html,Power,esto__09_02_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Refinery gas (not liquefied),charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Refinery_gas__not_liquefied.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Solar_nonspecified.html,Power,esto__09_02_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Solar nonspecified,charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Solar_nonspecified.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Sub-bituminous_coal.html,Power,esto__09_02_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Sub-bituminous coal,charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Sub-bituminous_coal.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Total.html,Power,esto__09_02_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Total,charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Total.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Wind.html,Power,esto__09_02_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),Wind,charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__Wind.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__of_which__Photovoltaics.html,Power,esto__09_02_01__Electricity_plants,Inputs (incl. losses & own-use) (PJ),of which: Photovoltaics,charts/esto__09_02_01__Electricity_plants__Inputs__incl__losses___own-use___PJ__of_which__Photovoltaics.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_01__Electricity_plants__Outputs__PJ__Electricity.html,Power,esto__09_02_01__Electricity_plants,Outputs (PJ),Electricity,charts/esto__09_02_01__Electricity_plants__Outputs__PJ__Electricity.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_01__Electricity_plants__Outputs__PJ__Heat.html,Power,esto__09_02_01__Electricity_plants,Outputs (PJ),Heat,charts/esto__09_02_01__Electricity_plants__Outputs__PJ__Heat.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_01__Electricity_plants__Outputs__PJ__Total.html,Power,esto__09_02_01__Electricity_plants,Outputs (PJ),Total,charts/esto__09_02_01__Electricity_plants__Outputs__PJ__Total.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_02__CHP_plants__Inputs__incl__losses___own-use___PJ__Electricity.html,Power,esto__09_02_02__CHP_plants,Inputs (incl. losses & own-use) (PJ),Electricity,charts/esto__09_02_02__CHP_plants__Inputs__incl__losses___own-use___PJ__Electricity.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_02__CHP_plants__Inputs__incl__losses___own-use___PJ__Natural_gas.html,Power,esto__09_02_02__CHP_plants,Inputs (incl. losses & own-use) (PJ),Natural gas,charts/esto__09_02_02__CHP_plants__Inputs__incl__losses___own-use___PJ__Natural_gas.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_02__CHP_plants__Inputs__incl__losses___own-use___PJ__Total.html,Power,esto__09_02_02__CHP_plants,Inputs (incl. losses & own-use) (PJ),Total,charts/esto__09_02_02__CHP_plants__Inputs__incl__losses___own-use___PJ__Total.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_02__CHP_plants__Outputs__PJ__Electricity.html,Power,esto__09_02_02__CHP_plants,Outputs (PJ),Electricity,charts/esto__09_02_02__CHP_plants__Outputs__PJ__Electricity.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_02__CHP_plants__Outputs__PJ__Heat.html,Power,esto__09_02_02__CHP_plants,Outputs (PJ),Heat,charts/esto__09_02_02__CHP_plants__Outputs__PJ__Heat.html,sec-Power,Power,direct,False
chart::charts/esto__09_02_02__CHP_plants__Outputs__PJ__Total.html,Power,esto__09_02_02__CHP_plants,Outputs (PJ),Total,charts/esto__09_02_02__CHP_plants__Outputs__PJ__Total.html,sec-Power,Power,direct,False
chart::charts/esto__10_02__Transmission_and_distribution_losses__Inputs__incl__losses___own-use___PJ__Electricity.html,Power,esto__10_02__Transmission_and_distribution_losses,Inputs (incl. losses & own-use) (PJ),Electricity,charts/esto__10_02__Transmission_and_distribution_losses__Inputs__incl__losses___own-use___PJ__Electricity.html,sec-Power,Power,direct,False
chart::charts/esto__10_02__Transmission_and_distribution_losses__Inputs__incl__losses___own-use___PJ__Total.html,Power,esto__10_02__Transmission_and_distribution_losses,Inputs (incl. losses & own-use) (PJ),Total,charts/esto__10_02__Transmission_and_distribution_losses__Inputs__incl__losses___own-use___PJ__Total.html,sec-Power,Power,direct,False
chart::charts/esto__09_01_02__CHP_plants__Inputs__incl__losses___own-use___PJ__Electricity.html,Power > CHP plants,esto__09_01_02__CHP_plants,Inputs (incl. losses & own-use) (PJ),Electricity,charts/esto__09_01_02__CHP_plants__Inputs__incl__losses___own-use___PJ__Electricity.html,sec-Power__CHP_plants,CHP plants,direct,False
chart::charts/esto__09_01_02__CHP_plants__Inputs__incl__losses___own-use___PJ__Natural_gas.html,Power > CHP plants,esto__09_01_02__CHP_plants,Inputs (incl. losses & own-use) (PJ),Natural gas,charts/esto__09_01_02__CHP_plants__Inputs__incl__losses___own-use___PJ__Natural_gas.html,sec-Power__CHP_plants,CHP plants,direct,False
